data,callsign,departure,arrivee,TTOT,TLDT,ATOT,ALDT,Type,Wingspan,Airline,QFU,Parking,registration,changing times,remote numbers,delay
20170803,TGW187,ZBTJ,WSSS,33600,55200,37200,0,B788,60.0,SCOOTER,16R,101,9VOJD,201.0,2.0,
20170803,TGW188,WSSS,ZBTJ,5400,27000,6900,26400,B788,60.0,SCOOTER,16L,105,9VOJD,,,
20170803,AIB000V,ZBTJ,ZBOW,36000,48600,35880,42960,A320,34.1,Joyair,16R,501,B000V,,,
20170802,CCA8282,ZHCC,ZBTJ,-78000,10840,8820,12840,B738,35.8,AirChina,16L,201,B1418,,,
20170803,CCA1427,ZBTJ,ZUUU,27000,37800,29820,38580,B738,35.8,AirChina,16R,109,B1418,,,
20170803,CCA1428,ZUUU,ZBTJ,42600,51900,44880,52680,B738,35.8,AirChina,16L,202,B1418,,,
20170803,CCA1241,ZBTJ,ZLXN,55500,64500,56760,65220,B738,35.8,AirChina,16R,108,B1418,,,
20170803,CCA1242,ZLXN,ZBTJ,71100,79800,68940,76020,B738,35.8,AirChina,16L,201,B1418,,,
20170803,FZA6556,ZYHB,ZBTJ,41700,49500,42360,48840,B738,35.8,STRAITAIR,16L,211,B1435,,,
20170803,FZA6556,ZBTJ,ZSFZ,53100,62400,60120,67980,B738,35.8,STRAITAIR,16R,210,B1435,,,
20170802,OKA2752,ZSHC,ZBTJ,-6600,2360,-3600,2460,B738,35.8,OkayAirways,16L,224,B1450,,,
20170803,OKA2823,ZBTJ,ZLXY,25200,32100,25920,31980,B738,35.8,OkayAirways,16R,223,B1450,,,
20170803,OKA2868,VTSP,ZBTJ,9600,33000,33900,53760,B738,35.8,OkayAirways,16L,223,B1450,,,
20170803,OKA2833,ZBTJ,ZSCN,45600,51900,58260,64860,B738,35.8,OkayAirways,16R,223,B1450,,,
20170803,CUA565T,ZBTJ,ZBNY,28800,30600,28980,30240,B738,35.8,LIANHANG,16R,110,B1465,,,
20170803,CHH7717,ZBTJ,ZYTL,13500,17580,14640,0,B738,35.8,HainanAirlines,16R,210,B1487,,,
20170802,OKA2708,ZYTL,ZBTJ,-2400,2280,-960,2880,B739,34.3,OkayAirways,16L,225,B1522,,,
20170803,OKA2851,ZBTJ,ZUUU,42300,53100,45420,54060,B739,34.3,OkayAirways,16R,226,B1522,,,
20170803,OKA2852,ZUUU,ZBTJ,57300,66300,58920,66900,B739,34.3,OkayAirways,16L,222,B1522,,,
20170803,OKA2707,ZBTJ,ZYTL,75600,80100,77340,79920,B739,34.3,OkayAirways,16R,224,B1522,,,
20170803,CCA8279,ZBTJ,ZBYN,46500,52200,51240,54120,B738,35.8,AirChina,16R,107,B1528,,,
20170803,CCA8280,ZBYN,ZBTJ,75000,79500,75540,79320,B738,35.8,AirChina,16L,202,B1528,,,
20170803,CCA1655,ZBTJ,ZSPD,83100,88720,83220,88920,B738,35.8,AirChina,16R,107,B1528,,,
20170803,CHH7725,ZGHA,ZBTJ,35700,44400,37860,45360,B738,35.8,HainanAirlines,16L,215,B1545,,,
20170803,CHH7725,ZBTJ,ZYHB,48300,55500,49440,55680,B738,35.8,HainanAirlines,16R,208,B1545,,,
20170803,CXA8229,ZSHC,ZBTJ,27300,34800,29580,35400,B738,35.8,XiamenAirlines,16L,226,B1550,,,
20170803,CXA8229,ZBTJ,ZWWW,38400,53700,41520,56400,B738,35.8,XiamenAirlines,16R,225,B1550,,,
20170803,FZA655U,ZBTJ,ZYHB,46800,56280,50400,56940,B738,35.8,STRAITAIR,16R,210,B1562,,,
20170802,OKA2832,ZGSD,ZBTJ,-25500,12340,3900,13740,B739,34.3,OkayAirways,16L,222,B1581,,,
20170803,GCR7981,ZBTJ,RJCH,31200,42600,32460,0,A320,34.1,TianjinAirlines,16R,209,B1618,,,
20170803,GCR7982,RJCH,ZBTJ,46500,60000,47400,59220,A320,34.1,TianjinAirlines,16L,213,B1618,,,
20170803,GCR7895,ZBTJ,ZUCK,64800,74700,71100,78840,A320,34.1,TianjinAirlines,16R,205,B1618,,,
20170803,CHB6237,ZUCK,ZBTJ,59400,68400,73560,81120,A320,34.1,Westair,16L,213,B1629,,,
20170802,GCR7840,ZWWW,ZBTJ,-18000,3100,-9180,3480,A320,34.1,TianjinAirlines,16L,213,B1658,,,
20170803,EPA6283,ZLLL,ZBTJ,45600,54600,46380,53040,B738,35.8,DONGHAIAIR,16L,206,B1705,,,
20170803,EPA6284,ZBTJ,ZLLL,59100,67500,59580,66900,B738,35.8,DONGHAIAIR,16R,209,B1705,,,
20170803,JYH1056,ZBTJ,ZGGG,44100,54900,52140,62400,B738,35.8,TRANSJADE,16R,111,B1716,,,
20170803,OKA293X,ZGHA,ZBTJ,30000,37200,30240,37140,B738,35.8,OkayAirways,16L,222,B1732,,,
20170803,OKA2701,ZBTJ,ZSLG,40800,45300,42480,45900,B738,35.8,OkayAirways,16R,224,B1732,,,
20170803,OKA2702,ZSLG,ZBTJ,74100,79200,77940,81960,B738,35.8,OkayAirways,16L,222,B1732,,,
20170803,CHH720X,ZGGG,ZBTJ,28500,39600,30960,40200,B738,35.8,HainanAirlines,16L,213,B1735,,,
20170803,CHH720Y,ZBTJ,ZGGG,43200,54000,46560,55980,B738,35.8,HainanAirlines,16R,212,B1735,,,
20170803,CSN3134,ZBTJ,ZGGG,45000,56400,53760,63780,B738,35.8,ChinaSouthernAirlines,16R,220,B1737,,,
