data,callsign,departure,arrivee,TTOT,TLDT,ATOT,ALDT,Type,Wingspan,Airline,QFU,Parking,registration,changing times,remote numbers
20170803,TGW187,ZBTJ,WSSS,33600.0,55200.0,37200,0,B788,60.0,SCOOTER,16R,101.0,9VOJD,200.0,2.0
20170803,TGW188,WSSS,ZBTJ,5400.0,27000.0,6900,26400,B788,60.0,SCOOTER,16R,105.0,9VOJD,,
20170803,AIB000V,ZBTJ,ZBOW,36000.0,48600.0,35880,42960,A320,34.1,Joyair,16R,501.0,B000V,,
20170802,CCA8282,ZHCC,ZBTJ,-78000.0,10840.0,8820,12840,B738,35.8,AirChina,16R,109,B1418,,
20170803,CCA1427,ZBTJ,ZUUU,27000.0,37800.0,29820,38580,B738,35.8,AirChina,16R,108,B1418,,
20170803,CCA1428,ZUUU,ZBTJ,42600.0,51900.0,44880,52680,B738,35.8,AirChina,16L,108,B1418,,
20170803,CCA1241,ZBTJ,ZLXN,55500.0,64500.0,56760,65220,B738,35.8,AirChina,16R,108,B1418,,
20170803,CCA1242,ZLXN,ZBTJ,71100.0,79800.0,68940,76020,B738,35.8,AirChina,16R,107,B1418,,
20170803,FZA6556,ZYHB,ZBTJ,41700.0,49500.0,42360,48840,B738,35.8,STRAITAIR,16R,211,B1435,,
20170803,FZA6556,ZBTJ,ZSFZ,53100.0,62400.0,60120,67980,B738,35.8,STRAITAIR,16R,209,B1435,,
20170802,OKA2752,ZSHC,ZBTJ,-6600.0,2360.0,-3600,2460,B738,35.8,OkayAirways,16R,222,B1450,,
20170803,OKA2823,ZBTJ,ZLXY,25200.0,32100.0,25920,31980,B738,35.8,OkayAirways,16R,223,B1450,,
20170803,OKA2868,VTSP,ZBTJ,9600.0,33000.0,33900,53760,B738,35.8,OkayAirways,16L,222,B1450,,
20170803,OKA2833,ZBTJ,ZSCN,45600.0,51900.0,58260,64860,B738,35.8,OkayAirways,16R,223,B1450,,
20170803,CUA565T,ZBTJ,ZBNY,28800.0,30600.0,28980,30240,B738,35.8,LIANHANG,16R,110.0,B1465,,
20170803,CHH7717,ZBTJ,ZYTL,13500.0,17580.0,14640,0,B738,35.8,HainanAirlines,16R,211,B1487,,
20170802,OKA2708,ZYTL,ZBTJ,-2400.0,2280.0,-960,2880,B739,34.3,OkayAirways,16R,223,B1522,,
20170803,OKA2851,ZBTJ,ZUUU,42300.0,53100.0,45420,54060,B739,34.3,OkayAirways,16R,226,B1522,,
20170803,OKA2852,ZUUU,ZBTJ,57300.0,66300.0,58920,66900,B739,34.3,OkayAirways,16R,222,B1522,,
20170803,OKA2707,ZBTJ,ZYTL,75600.0,80100.0,77340,79920,B739,34.3,OkayAirways,16R,222,B1522,,
20170803,CCA8279,ZBTJ,ZBYN,46500.0,52200.0,51240,54120,B738,35.8,AirChina,16R,108,B1528,,
20170803,CCA8280,ZBYN,ZBTJ,75000.0,79500.0,75540,79320,B738,35.8,AirChina,16L,107,B1528,,
20170803,CCA1655,ZBTJ,ZSPD,83100.0,88720.0,83220,88920,B738,35.8,AirChina,16R,107,B1528,,
20170803,CHH7725,ZGHA,ZBTJ,35700.0,44400.0,37860,45360,B738,35.8,HainanAirlines,16L,209,B1545,,
20170803,CHH7725,ZBTJ,ZYHB,48300.0,55500.0,49440,55680,B738,35.8,HainanAirlines,16R,210,B1545,,
20170803,CXA8229,ZSHC,ZBTJ,27300.0,34800.0,29580,35400,B738,35.8,XiamenAirlines,16L,225,B1550,,
20170803,CXA8229,ZBTJ,ZWWW,38400.0,53700.0,41520,56400,B738,35.8,XiamenAirlines,16R,230,B1550,,
20170803,FZA655U,ZBTJ,ZYHB,46800.0,56280.0,50400,56940,B738,35.8,STRAITAIR,16R,205,B1562,,
20170802,OKA2832,ZGSD,ZBTJ,-25500.0,12340.0,3900,13740,B739,34.3,OkayAirways,16R,222,B1581,,
20170803,GCR7981,ZBTJ,RJCH,31200.0,42600.0,32460,0,A320,34.1,TianjinAirlines,16R,209,B1618,,
20170803,GCR7982,RJCH,ZBTJ,46500.0,60000.0,47400,59220,A320,34.1,TianjinAirlines,16R,213,B1618,,
20170803,GCR7895,ZBTJ,ZUCK,64800.0,74700.0,71100,78840,A320,34.1,TianjinAirlines,16R,208,B1618,,
20170803,CHB6237,ZUCK,ZBTJ,59400.0,68400.0,73560,81120,A320,34.1,Westair,16L,214,B1629,,
20170802,GCR7840,ZWWW,ZBTJ,-18000.0,3100.0,-9180,3480,A320,34.1,TianjinAirlines,16R,213,B1658,,
20170803,EPA6283,ZLLL,ZBTJ,45600.0,54600.0,46380,53040,B738,35.8,DONGHAIAIR,16L,211,B1705,,
20170803,EPA6284,ZBTJ,ZLLL,59100.0,67500.0,59580,66900,B738,35.8,DONGHAIAIR,16R,211,B1705,,
20170803,JYH1056,ZBTJ,ZGGG,44100.0,54900.0,52140,62400,B738,35.8,TRANSJADE,16R,111.0,B1716,,
20170803,OKA293X,ZGHA,ZBTJ,30000.0,37200.0,30240,37140,B738,35.8,OkayAirways,16R,222,B1732,,
20170803,OKA2701,ZBTJ,ZSLG,40800.0,45300.0,42480,45900,B738,35.8,OkayAirways,16R,224,B1732,,
20170803,OKA2702,ZSLG,ZBTJ,74100.0,79200.0,77940,81960,B738,35.8,OkayAirways,16L,223,B1732,,
20170803,CHH720X,ZGGG,ZBTJ,28500.0,39600.0,30960,40200,B738,35.8,HainanAirlines,16L,211,B1735,,
20170803,CHH720Y,ZBTJ,ZGGG,43200.0,54000.0,46560,55980,B738,35.8,HainanAirlines,16R,211,B1735,,
20170803,CSN3134,ZBTJ,ZGGG,45000.0,56400.0,53760,63780,B738,35.8,ChinaSouthernAirlines,16R,217,B1737,,
20170803,CDG4717,ZSQD,ZBTJ,25200.0,30000.0,26460,29880,B738,35.8,shandongAirlines,16R,203,B1746,,
20170803,CDG4717,ZBTJ,ZBHH,33600.0,39000.0,35160,39240,B738,35.8,shandongAirlines,16R,109,B1746,,
20170803,CDG4718,ZBHH,ZBTJ,42900.0,48000.0,58500,62040,B738,35.8,shandongAirlines,16R,109,B1746,,
20170803,CDG4718,ZBTJ,ZSQD,51960.0,55800.0,65880,68400,B738,35.8,shandongAirlines,16R,109,B1746,,
20170803,CSC8815,ZSHC,ZBTJ,25200.0,32700.0,26280,31920,A320,34.1,SichuanAirlines,16R,112.0,B1820,,
20170803,CSC8815,ZBTJ,ZYCC,36900.0,42900.0,40320,45780,A320,34.1,SichuanAirlines,16R,110.0,B1820,,
20170803,CSC8816,ZYCC,ZBTJ,45900.0,52200.0,49560,54960,A320,34.1,SichuanAirlines,16R,112.0,B1820,,
20170803,CSC8816,ZBTJ,ZSHC,56300.0,63600.0,68940,74640,A320,34.1,SichuanAirlines,16R,110.0,B1820,,
20170803,GCR7896,ZUCK,ZBTJ,32400.0,41400.0,33780,41280,A320,34.1,TianjinAirlines,16L,213,B1849,,
20170803,GCR7993,ZBTJ,RKSI,47000.0,52000.0,48720,0,A320,34.1,TianjinAirlines,16R,208,B1849,,
20170803,GCR7994,RKSI,ZBTJ,58000.0,62500.0,58080,62940,A320,34.1,TianjinAirlines,16R,211,B1849,,
20170803,GCR6509,ZBTJ,ZHHH,69200.0,74600.0,71460,76980,A320,34.1,TianjinAirlines,16R,205,B1849,,
20170802,GCR7814,ZSJN,ZBTJ,-79800.0,10800.0,10200,13080,A320,34.1,TianjinAirlines,16R,213,B1850,,
20170803,GCR7825,ZBTJ,ZYTL,24600.0,28800.0,24960,27360,A320,34.1,TianjinAirlines,16R,211,B1850,,
20170803,GCR7826,ZYTL,ZBTJ,68100.0,72000.0,68520,71280,A320,34.1,TianjinAirlines,16L,213,B1850,,
20170803,GCR7865,ZBTJ,ZJHK,77700.0,4800.0,79860,91080,A320,34.1,TianjinAirlines,16R,209,B1850,,
20170803,DKH1135,ZSPD,ZBTJ,51300.0,59700.0,52020,58500,A321,34.1,ShanghaiJuneyaoAirlines,16R,110.0,B1857,,
20170803,DKH1135,ZBTJ,ZYBS,63300.0,69600.0,64200,69900,A321,34.1,ShanghaiJuneyaoAirlines,16R,110.0,B1857,,
20170803,FZA6555,ZSFZ,ZBTJ,65400.0,74400.0,66000,74460,B738,35.8,STRAITAIR,16L,211,B1905,,
20170803,FZA6555,ZBTJ,ZYHB,78000.0,85200.0,82740,88620,B738,35.8,STRAITAIR,16R,209,B1905,,
20170803,CSZ9141,ZGGG,ZBTJ,46200.0,58200.0,61440,70500,B738,35.8,ShenzhenAirlines,16L,201,B1940,,
20170803,CSZ9142,ZBTJ,ZGGG,72700.0,83800.0,80880,90000,B738,35.8,ShenzhenAirlines,16R,203,B1940,,
20170803,CXA868,ZSAM,ZBTJ,54600.0,64500.0,60240,69900,B738,35.8,XiamenAirlines,16L,227,B1964,,
20170803,CXA8126,ZBTJ,ZSAM,74100.0,84000.0,76980,85140,B738,35.8,XiamenAirlines,16R,225,B1964,,
20170803,CDG4801,ZSAM,ZBTJ,26700.0,37200.0,28620,37320,B738,35.8,shandongAirlines,16R,203,B1987,,
20170803,CDG8709,ZBTJ,ZLIC,40500.0,48300.0,44160,51360,B738,35.8,shandongAirlines,16R,203,B1987,,
20170803,CDG8710,ZLIC,ZBTJ,64800.0,72900.0,69060,74820,B738,35.8,shandongAirlines,16L,109,B1987,,
20170803,CDG4802,ZBTJ,ZSAM,76500.0,86100.0,78600,86820,B738,35.8,shandongAirlines,16R,107,B1987,,
20170803,CKK214,EKCH,ZBTJ,64800.0,8700.0,0,28440,B77L,64.8,ChinaCargoAirlines,16R,897.0,B2079,,
20170803,CKK214,ZBTJ,ZSPD,15900.0,22800.0,37560,43320,B77L,64.8,ChinaCargoAirlines,16R,876.0,B2079,,
20170803,CYZ9101,ZBTJ,ZSNJ,1500.0,7800.0,40920,46320,B733,28.3,ChinaPost,16R,876.0,B2135,,
20170803,CSN8638,ZBTJ,ZYTL,12600.0,17700.0,15120,0,A319,34.09,ChinaSouthernAirlines,16R,220,B2297,,
20170803,YZR7480,EHAM,ZBTJ,56700.0,3600.0,18600,51660,B744,64.4,YangtzeRiverExpress,16L,897.0,B2437,,
20170803,YZR7480,ZBTJ,ZSPD,10800.0,18000.0,63000,68700,B744,64.4,YangtzeRiverExpress,16R,876.0,B2437,,
20170803,LHA4015,ZSNT,ZBTJ,9600.0,15600.0,13320,18660,B733,28.3,LonghaoAirlines,16R,906.0,B2572,,
20170803,LHA4016,ZBTJ,ZSNT,21600.0,24900.0,21960,26940,B733,28.3,LonghaoAirlines,16R,906.0,B2572,,
20170803,LKE9714,ZBTJ,ZPPP,80400.0,6600.0,15660,0,B737,35.8,LUCKYAIR,16R,208,B2677,,
20170803,LKE9713,ZPPP,ZBTJ,63600.0,75900.0,70800,80820,B737,35.8,LUCKYAIR,16L,211,B2677,,
