data,callsign,departure,arrivee,TTOT,TLDT,ATOT,ALDT,Type,Wingspan,Airline,QFU,Parking,registration
None,NEWTGW188,None,ZBTJ,None,None,20931,26100,None,60.0,None,None,899,None
None,NEWTGW187,ZBTJ,None,None,None,34620,37650,None,60.0,None,None,886,None
None,NEWCCA8293,ZBTJ,None,None,None,34140,43282,None,35.8,None,None,875,None
None,NEWCCA8294,None,ZBTJ,None,None,23694,79020,None,35.8,None,None,209,None
None,NEWOKA1420,None,ZBTJ,None,None,4258,40860,None,34.3,None,None,889,None
None,NEWFZA6555,None,ZBTJ,None,None,62136,76440,None,35.8,None,None,115,None
None,NEWFZA6555,ZBTJ,None,None,None,80100,93313,None,35.8,None,None,609,None
None,NEWOKA2990,None,ZBTJ,None,None,17194,27000,None,35.8,None,None,878,None
None,NEWOKA3035,ZBTJ,None,None,None,39540,69763,None,35.8,None,None,899,None
None,NEWCDG4717,None,ZBTJ,None,None,22466,29460,None,35.8,None,None,504,None
None,NEWCDG4717,ZBTJ,None,None,None,34440,41615,None,35.8,None,None,207,None
None,NEWCDG4718,None,ZBTJ,None,None,7088,49380,None,35.8,None,None,109,None
None,NEWCDG4718,ZBTJ,None,None,None,55620,97996,None,35.8,None,None,899,None
None,NEWOKA2852,None,ZBTJ,None,None,2111,3600,None,34.3,None,None,924,None
None,NEWOKA2823,ZBTJ,None,None,None,25860,33080,None,35.8,None,None,214,None
None,NEWCCA8279,ZBTJ,None,None,None,48780,77673,None,35.8,None,None,202,None
None,NEWCCA8280,None,ZBTJ,None,None,30338,77760,None,35.8,None,None,914,None
None,NEWCHH7167,None,ZBTJ,None,None,19626,28980,None,35.8,None,None,409,None
None,NEWCHH7202,None,ZBTJ,None,None,27697,68460,None,35.8,None,None,415,None
None,NEWCHH7201,ZBTJ,None,None,None,73800,92856,None,35.8,None,None,889,None
None,NEWOKA291A,None,ZBTJ,None,None,14541,45780,None,34.3,None,None,899R,None
None,NEWOKA2709,ZBTJ,None,None,None,52080,79216,None,35.8,None,None,214,None
None,NEWOKA2710,None,ZBTJ,None,None,58596,75300,None,35.8,None,None,204,None
None,NEWLKE972R,ZBTJ,None,None,None,51120,71503,None,35.8,None,None,899L,None
None,NEWQDA9853,None,ZBTJ,None,None,3347,31200,None,34.1,None,None,608,None
None,NEWQDA9853,ZBTJ,None,None,None,36540,70788,None,34.1,None,None,601,None
None,NEWQDA9854,None,ZBTJ,None,None,1266,67200,None,34.1,None,None,908,None
None,NEWQDA9854,ZBTJ,None,None,None,75300,94655,None,34.1,None,None,899,None
None,NEWDKH1135,None,ZBTJ,None,None,13132,66660,None,34.1,None,None,902,None
None,NEWDKH1135,ZBTJ,None,None,None,71100,72611,None,34.1,None,None,419R,None
None,NEWGCR7583,None,ZBTJ,None,None,30401,31200,None,34.1,None,None,907,None
None,NEWGCR7583,ZBTJ,None,None,None,35220,78649,None,34.1,None,None,916,None
None,NEWGCR7584,None,ZBTJ,None,None,2434,52260,None,34.1,None,None,209,None
None,NEWGCR7584,ZBTJ,None,None,None,63300,74467,None,34.1,None,None,223,None
None,NEWCCA8225,None,ZBTJ,None,None,28706,35220,None,34.1,None,None,892,None
None,NEWCCA8225,ZBTJ,None,None,None,40020,53129,None,34.1,None,None,603,None
None,NEWCCA8226,None,ZBTJ,None,None,35680,56880,None,34.1,None,None,601,None
None,NEWCCA8226,ZBTJ,None,None,None,63000,80128,None,34.1,None,None,879,None
None,NEWGCR7578,None,ZBTJ,None,None,68180,70020,None,34.1,None,None,212,None
None,NEWGCR7578,ZBTJ,None,None,None,75660,96654,None,34.1,None,None,202,None
None,NEWCSN8558,ZBTJ,None,None,None,24480,58669,None,35.8,None,None,916,None
None,NEWEPA6283,None,ZBTJ,None,None,18049,52500,None,35.8,None,None,889,None
None,NEWEPA6284,ZBTJ,None,None,None,69600,92708,None,35.8,None,None,415R,None
None,NEWCSZ9121,None,ZBTJ,None,None,15096,35580,None,34.3,None,None,415L,None
None,NEWJYH1056,ZBTJ,None,None,None,47220,93343,None,35.8,None,None,111,None
None,NEWJYH1055,None,ZBTJ,None,None,28601,33300,None,35.8,None,None,898R,None
None,NEWCSN3133,None,ZBTJ,None,None,22444,40260,None,35.8,None,None,911R,None
None,NEWCCA167R,ZBTJ,None,None,None,20880,53368,None,35.8,None,None,206,None
None,NEWCCA1677,None,ZBTJ,None,None,16879,39300,None,35.8,None,None,216,None
None,NEWCCA1677,ZBTJ,None,None,None,45060,77922,None,35.8,None,None,607,None
None,NEWCCA1678,None,ZBTJ,None,None,46658,67080,None,35.8,None,None,102,None
None,NEWCCA1678,ZBTJ,None,None,None,72480,86900,None,35.8,None,None,608,None
None,NEWCHH7726,None,ZBTJ,None,None,12453,67200,None,35.8,None,None,607,None
None,NEWCHH7726,ZBTJ,None,None,None,71760,87655,None,35.8,None,None,203,None
None,NEWCHH7168,ZBTJ,None,None,None,37200,56165,None,35.8,None,None,210,None
None,NEWCSC881T,ZBTJ,None,None,None,29640,64073,None,34.1,None,None,911,None
None,NEWCSN6579,None,ZBTJ,None,None,3287,29700,None,34.1,None,None,886L,None
None,NEWCSN6579,ZBTJ,None,None,None,41700,74430,None,34.1,None,None,910,None
None,NEWGCR7876,None,ZBTJ,None,None,241,4080,None,34.1,None,None,228,None
None,NEWGCR7815,ZBTJ,None,None,None,28320,64618,None,34.1,None,None,887,None
None,NEWGCR7816,None,ZBTJ,None,None,29865,76080,None,34.1,None,None,902,None
None,NEWGCR7887,ZBTJ,None,None,None,80580,95142,None,60.3,None,None,416,None
None,NEWGCR7896,None,ZBTJ,None,None,4517,40920,None,34.1,None,None,898,None
None,NEWGCR7901,ZBTJ,None,None,None,56220,67049,None,60.3,None,None,874,None
None,NEWCES2083,None,ZBTJ,None,None,16221,47580,None,34.1,None,None,221,None
None,NEWCES2083,ZBTJ,None,None,None,51360,98231,None,34.1,None,None,894,None
None,NEWCES2084,None,ZBTJ,None,None,19935,62760,None,34.1,None,None,911,None
None,NEWCES2084,ZBTJ,None,None,None,74880,81653,None,34.1,None,None,902,None
None,NEWCQH869X,ZBTJ,None,None,None,41580,79718,None,34.1,None,None,416,None
None,NEWFZA6556,None,ZBTJ,None,None,30127,48960,None,35.8,None,None,907,None
None,NEWFZA6556,ZBTJ,None,None,None,61080,95979,None,35.8,None,None,101,None
None,NEWCSN6655,None,ZBTJ,None,None,27288,46320,None,35.8,None,None,418R,None
None,NEWCSN6656,ZBTJ,None,None,None,57480,74288,None,35.8,None,None,230,None
None,NEWOKA2862,None,ZBTJ,None,None,9026,70200,None,35.8,None,None,414L,None
