data,callsign,departure,arrivee,TTOT,TLDT,ATOT,ALDT,Type,Wingspan,Airline,QFU,Parking,registration
None,NEWMXD688,None,ZBTJ,None,None,285,1260,None,35.8,None,None,889,None
None,NEWMXD689,ZBTJ,None,None,None,26720,91967,None,35.8,None,None,911,None
None,NEWTGW138,None,ZBTJ,None,None,17392,34200,None,60.0,None,None,910,None
None,NEWTGW139,ZBTJ,None,None,None,41580,58491,None,60.0,None,None,875,None
None,NEWGCR7577,None,ZBTJ,None,None,28259,45180,None,34.1,None,None,110,None
None,NEWGCR7577,ZBTJ,None,None,None,54480,72812,None,34.1,None,None,101,None
None,NEWCGH1029,None,ZBTJ,None,None,33126,42600,None,34.1,None,None,215,None
None,NEWCGH1030,ZBTJ,None,None,None,51960,68633,None,34.1,None,None,891,None
None,NEWCDC8853,None,ZBTJ,None,None,20635,80100,None,34.1,None,None,894,None
None,NEWCDC8854,ZBTJ,None,None,None,83940,97498,None,34.1,None,None,915,None
None,NEWOKA270T,None,ZBTJ,None,None,5636,44400,None,35.9,None,None,413,None
None,NEWOKA3097,ZBTJ,None,None,None,49500,88601,None,35.9,None,None,416R,None
None,NEWHBH3309,ZBTJ,None,None,None,33720,57576,None,35.8,None,None,605,None
None,NEWCCA750,None,ZBTJ,None,None,24077,25740,None,35.8,None,None,105,None
None,NEWCCA1671,ZBTJ,None,None,None,45900,86681,None,35.8,None,None,105,None
None,NEWCCA1672,None,ZBTJ,None,None,8071,71580,None,35.8,None,None,906,None
None,NEWCCA1529,ZBTJ,None,None,None,24420,62279,None,35.8,None,None,417,None
None,NEWCCA1530,None,ZBTJ,None,None,5052,48480,None,35.8,None,None,898L,None
None,NEWCCA1319,ZBTJ,None,None,None,56640,83894,None,35.8,None,None,225,None
None,NEWCCA1320,None,ZBTJ,None,None,6569,80700,None,35.8,None,None,217,None
None,NEWJYH1067,None,ZBTJ,None,None,70405,71160,None,35.8,None,None,108,None
None,NEWJYH1068,ZBTJ,None,None,None,76260,98761,None,35.8,None,None,877,None
None,NEWCSN6894,ZBTJ,None,None,None,36900,77524,None,35.8,None,None,906,None
None,NEWOKA2729,None,ZBTJ,None,None,18757,30900,None,34.3,None,None,204,None
None,NEWOKA2729,ZBTJ,None,None,None,39120,95151,None,34.3,None,None,898,None
None,NEWOKA2730,None,ZBTJ,None,None,49968,69780,None,34.3,None,None,896,None
None,NEWOKA2730,ZBTJ,None,None,None,80880,99487,None,34.3,None,None,912,None
None,NEWHBH3310,None,ZBTJ,None,None,8429,86280,None,35.8,None,None,911R,None
None,NEWOKA2826,None,ZBTJ,None,None,1504,1560,None,35.8,None,None,888,None
None,NEWOKA2859,ZBTJ,None,None,None,29760,93209,None,35.8,None,None,876,None
None,NEWOKA2860,None,ZBTJ,None,None,16718,72060,None,35.8,None,None,216,None
None,NEWOKA2884,ZBTJ,None,None,None,81600,99289,None,35.8,None,None,877,None
None,NEWCHH7201,None,ZBTJ,None,None,35979,41460,None,35.9,None,None,415,None
None,NEWCHH7202,ZBTJ,None,None,None,52560,57102,None,35.9,None,None,893,None
None,NEWCCA1401,ZBTJ,None,None,None,56520,89328,None,35.8,None,None,417R,None
None,NEWCCA1402,None,ZBTJ,None,None,70451,84240,None,35.8,None,None,606,None
None,NEWOKA2931,ZBTJ,None,None,None,33180,39342,None,34.3,None,None,111,None
None,NEWOKA2932,None,ZBTJ,None,None,34608,71220,None,34.3,None,None,412,None
None,NEWOKA2788,ZBTJ,None,None,None,76980,86234,None,34.3,None,None,894,None
None,NEWOKA2753,ZBTJ,None,None,None,38700,65025,None,35.8,None,None,225,None
None,NEWOKA2754,None,ZBTJ,None,None,75068,76680,None,35.8,None,None,886L,None
None,NEWCUA2217,ZBTJ,None,None,None,25740,91753,None,35.8,None,None,418,None
None,NEWCSZ8743,None,ZBTJ,None,None,4917,59760,None,35.8,None,None,898,None
None,NEWCSZ8744,ZBTJ,None,None,None,64320,77755,None,35.8,None,None,102,None
None,NEWOKA2907,None,ZBTJ,None,None,6229,7620,None,34.3,None,None,229,None
None,NEWOKA2719,ZBTJ,None,None,None,25140,43376,None,35.9,None,None,899,None
None,NEWOKA2720,None,ZBTJ,None,None,7481,69360,None,35.9,None,None,106,None
None,NEWOKA2904,None,ZBTJ,None,None,22925,39120,None,34.3,None,None,116,None
None,NEWOKA3025,ZBTJ,None,None,None,49020,75883,None,34.3,None,None,899,None
None,NEWOKA3026,None,ZBTJ,None,None,17752,72780,None,34.3,None,None,416L,None
None,NEWOKA2989,ZBTJ,None,None,None,77640,91178,None,34.3,None,None,414L,None
None,NEWCCA1390,None,ZBTJ,None,None,204,780,None,35.8,None,None,894,None
None,NEWCCA103,ZBTJ,None,None,None,34260,52832,None,35.8,None,None,418R,None
None,NEWCCA104,None,ZBTJ,None,None,56326,61680,None,35.8,None,None,886L,None
None,NEWCCA8289,ZBTJ,None,None,None,68280,80306,None,35.8,None,None,898R,None
None,NEWCCA8286,None,ZBTJ,None,None,101,240,None,35.8,None,None,910R,None
None,NEWCCA151,ZBTJ,None,None,None,33300,82886,None,35.8,None,None,609,None
None,NEWCCA152,None,ZBTJ,None,None,33929,68760,None,35.8,None,None,115,None
None,NEWCCA749,ZBTJ,None,None,None,74040,92900,None,35.8,None,None,894,None
None,NEWCHH7233,None,ZBTJ,None,None,36314,42600,None,35.8,None,None,416L,None
None,NEWCHH7234,ZBTJ,None,None,None,47220,49989,None,35.8,None,None,227,None
None,NEWCXA8164,ZBTJ,None,None,None,26880,42665,None,35.8,None,None,899R,None
None,NEWCUA2218,None,ZBTJ,None,None,8188,81060,None,35.8,None,None,607,None
None,NEWEPA6299,None,ZBTJ,None,None,16440,32880,None,35.8,None,None,910,None
None,NEWEPA6300,ZBTJ,None,None,None,39840,56515,None,35.8,None,None,418R,None
None,NEWOKA2851,ZBTJ,None,None,None,24300,71106,None,34.3,None,None,225,None
None,NEWOKA2852,None,ZBTJ,None,None,44494,46740,None,34.3,None,None,888,None
None,NEWOKA2997,ZBTJ,None,None,None,62880,66276,None,34.3,None,None,912R,None
None,NEWCSN8251,None,ZBTJ,None,None,20682,37440,None,35.8,None,None,910R,None
None,NEWCSN8252,ZBTJ,None,None,None,53880,75898,None,35.8,None,None,114,None
None,NEWGCR7857,ZBTJ,None,None,None,27000,62855,None,34.1,None,None,891,None
None,NEWGCR7858,None,ZBTJ,None,None,21843,67680,None,34.1,None,None,886R,None
None,NEWGCR7865,ZBTJ,None,None,None,72180,89120,None,34.1,None,None,416,None
None,NEWEVA790,None,ZBTJ,None,None,19141,57720,None,34.1,None,None,502,None
None,NEWEVA789,ZBTJ,None,None,None,65640,75448,None,34.1,None,None,202,None
None,NEWGCR6552,None,ZBTJ,None,None,5062,53940,None,34.1,None,None,116,None
None,NEWGCR6551,ZBTJ,None,None,None,61320,73071,None,34.1,None,None,878,None
None,NEWOKA2787,None,ZBTJ,None,None,28886,34680,None,34.3,None,None,219,None
None,NEWOKA2727,ZBTJ,None,None,None,49200,77230,None,34.3,None,None,601,None
None,NEWOKA2728,None,ZBTJ,None,None,27801,80340,None,34.3,None,None,205,None
None,NEWCSH9069,None,ZBTJ,None,None,85,420,None,35.8,None,None,111,None
None,NEWCSH9070,ZBTJ,None,None,None,28260,98627,None,35.8,None,None,214,None
None,NEWCCA1656,None,ZBTJ,None,None,4296,39240,None,35.8,None,None,609,None
None,NEWCCA1389,ZBTJ,None,None,None,47580,55092,None,35.8,None,None,899,None
None,NEWCCA1390,None,ZBTJ,None,None,5446,79920,None,35.8,None,None,910R,None
None,NEWEPA6245,None,ZBTJ,None,None,65123,74160,None,35.8,None,None,228,None
None,NEWEPA6246,ZBTJ,None,None,None,78300,95257,None,35.8,None,None,916,None
None,NEWCES5751,None,ZBTJ,None,None,692,1080,None,35.8,None,None,104,None
None,NEWCES5752,ZBTJ,None,None,None,32700,66854,None,35.8,None,None,419,None
None,NEWLKE9631,None,ZBTJ,None,None,71619,77220,None,35.8,None,None,899L,None
None,NEWLKE9632,ZBTJ,None,None,None,82140,86578,None,35.8,None,None,418,None
None,NEWCHH7497,None,ZBTJ,None,None,16444,31140,None,35.8,None,None,897,None
None,NEWCHH7498,ZBTJ,None,None,None,37260,84059,None,35.8,None,None,911R,None
None,NEWDKH1136,None,ZBTJ,None,None,4695,50940,None,34.1,None,None,875,None
None,NEWDKH1136,ZBTJ,None,None,None,55980,77403,None,34.1,None,None,414,None
None,NEWGCR7583,None,ZBTJ,None,None,5875,55380,None,34.1,None,None,227,None
None,NEWGCR7583,ZBTJ,None,None,None,60300,84242,None,34.1,None,None,221,None
None,NEWGCR7584,None,ZBTJ,None,None,74457,77820,None,34.1,None,None,601,None
None,NEWGCR7584,ZBTJ,None,None,None,82440,90917,None,34.1,None,None,502,None
None,NEWGCR6565,None,ZBTJ,None,None,7529,50100,None,34.1,None,None,117,None
None,NEWGCR6566,ZBTJ,None,None,None,54060,84570,None,34.1,None,None,418,None
None,NEWGCR7852,None,ZBTJ,None,None,40745,52080,None,34.1,None,None,906,None
None,NEWGCR7851,ZBTJ,None,None,None,58680,75762,None,34.1,None,None,222,None
None,NEWCSC8045,None,ZBTJ,None,None,72740,74400,None,34.1,None,None,924,None
None,NEWCSC8046,ZBTJ,None,None,None,83280,87703,None,34.1,None,None,912R,None
None,NEWFZA6555,None,ZBTJ,None,None,34540,47220,None,35.8,None,None,225,None
None,NEWFZA6555,ZBTJ,None,None,None,52140,98007,None,35.8,None,None,211,None
None,NEWFZA6556,None,ZBTJ,None,None,22318,77040,None,35.8,None,None,112,None
None,NEWFZA6556,ZBTJ,None,None,None,81060,81223,None,35.8,None,None,607,None
None,NEWCES5753,None,ZBTJ,None,None,34050,59160,None,35.8,None,None,211,None
None,NEWCES5754,ZBTJ,None,None,None,64980,69331,None,35.8,None,None,228,None
None,NEWCSN6655,None,ZBTJ,None,None,19291,45840,None,35.8,None,None,896,None
None,NEWCSN6656,ZBTJ,None,None,None,53460,98112,None,35.8,None,None,896,None
None,NEWCSZ9121,None,ZBTJ,None,None,1434,37260,None,35.8,None,None,211,None
None,NEWCSZ9122,ZBTJ,None,None,None,46860,97723,None,35.8,None,None,414,None
None,NEWOKA2883,None,ZBTJ,None,None,7866,29640,None,35.8,None,None,909,None
None,NEWOKA2819,ZBTJ,None,None,None,37800,48253,None,35.8,None,None,204,None
