data,callsign,departure,arrivee,TTOT,TLDT,ATOT,ALDT,Type,Wingspan,Airline,QFU,Parking,registration
None,NEWVJT895,ZBTJ,None,None,None,69060,71088,None,28.5,None,None,105,None
None,NEWTGW188,None,ZBTJ,None,None,20762,26640,None,60.0,None,None,911,None
None,NEWTGW187,ZBTJ,None,None,None,34380,74314,None,60.0,None,None,874,None
None,NEWAIB000S,ZBTJ,None,None,None,37020,65175,None,34.1,None,None,912,None
None,NEWAIB000V,ZBTJ,None,None,None,53220,57022,None,34.1,None,None,903,None
None,NEWDKH1135,None,ZBTJ,None,None,50560,63240,None,34.1,None,None,603,None
None,NEWDKH1135,ZBTJ,None,None,None,67140,78929,None,34.1,None,None,910R,None
None,NEWCCA1245,ZBTJ,None,None,None,31380,69899,None,35.8,None,None,220,None
None,NEWCCA1246,None,ZBTJ,None,None,43819,50640,None,35.8,None,None,211,None
None,NEWCCA1241,ZBTJ,None,None,None,56340,97003,None,35.8,None,None,215,None
None,NEWCCA1242,None,ZBTJ,None,None,17197,75180,None,35.8,None,None,903,None
None,NEWCDG1441,None,ZBTJ,None,None,43160,48540,None,35.8,None,None,910,None
None,NEWCSH9147,None,ZBTJ,None,None,23265,39960,None,35.8,None,None,876,None
None,NEWCSH9148,ZBTJ,None,None,None,44160,99621,None,35.8,None,None,909,None
None,NEWOKA2868,None,ZBTJ,None,None,24986,37320,None,35.8,None,None,895,None
None,NEWOKA2861,ZBTJ,None,None,None,42520,79662,None,35.8,None,None,216,None
None,NEWOKA2862,None,ZBTJ,None,None,30927,75960,None,35.8,None,None,212,None
None,NEWOKA2867,ZBTJ,None,None,None,81120,81636,None,35.8,None,None,206,None
None,NEWFZA6601,None,ZBTJ,None,None,25239,47580,None,35.8,None,None,886L,None
None,NEWFZA6602,ZBTJ,None,None,None,51060,79575,None,35.8,None,None,886L,None
None,NEWCHH1491,None,ZBTJ,None,None,55755,61080,None,35.8,None,None,221,None
None,NEWCDG4718,None,ZBTJ,None,None,48599,52800,None,35.8,None,None,202,None
None,NEWCDG4718,ZBTJ,None,None,None,56640,89875,None,35.8,None,None,603,None
None,NEWCDG4826,None,ZBTJ,None,None,8172,16560,None,35.8,None,None,108,None
None,NEWOKA2851,ZBTJ,None,None,None,42900,89061,None,34.3,None,None,417R,None
None,NEWOKA2852,None,ZBTJ,None,None,33458,66780,None,34.3,None,None,915,None
None,NEWOKA2707,ZBTJ,None,None,None,78060,84053,None,34.3,None,None,416L,None
None,NEWCCA1656,None,ZBTJ,None,None,12665,59580,None,35.8,None,None,410,None
None,NEWCCA8289,ZBTJ,None,None,None,75480,86042,None,35.8,None,None,201,None
None,NEWCHH7202,None,ZBTJ,None,None,19879,70200,None,35.8,None,None,415L,None
None,NEWCHH7201,ZBTJ,None,None,None,73620,93376,None,35.8,None,None,415L,None
