data,callsign,departure,arrivee,TTOT,TLDT,ATOT,ALDT,Type,Wingspan,Airline,QFU,Parking,registration
None,NEWTGW139,ZBTJ,None,None,None,34080,88126,None,60.0,None,None,102,None
None,NEWTGW138,None,ZBTJ,None,None,16869,27600,None,60.0,None,None,101,None
None,NEWCQH8914,None,ZBTJ,None,None,34629,43080,None,34.1,None,None,503,None
None,NEWCQH8989,ZBTJ,None,None,None,51840,71040,None,34.1,None,None,891,None
None,NEWCQH8990,None,ZBTJ,None,None,58296,64800,None,34.1,None,None,897,None
None,NEWCQH8913,ZBTJ,None,None,None,70020,77895,None,34.1,None,None,504,None
None,NEWGCR7888,None,ZBTJ,None,None,2328,6540,None,60.3,None,None,895,None
None,NEWGCR7881,ZBTJ,None,None,None,30060,79728,None,34.1,None,None,504,None
None,NEWGCR7882,None,ZBTJ,None,None,47953,49140,None,34.1,None,None,608,None
None,NEWGCR7863,ZBTJ,None,None,None,71040,88982,None,34.1,None,None,413,None
None,NEWGCR7002,None,ZBTJ,None,None,57196,67200,None,28.72,None,None,111,None
None,NEWGCR7887,ZBTJ,None,None,None,71220,92073,None,60.3,None,None,102,None
None,NEWCCA1427,ZBTJ,None,None,None,28080,83409,None,35.8,None,None,229,None
None,NEWCCA1428,None,ZBTJ,None,None,28455,51720,None,35.8,None,None,877,None
None,NEWCCA1251,ZBTJ,None,None,None,63660,86109,None,35.8,None,None,418,None
None,NEWCCA1252,None,ZBTJ,None,None,47526,79680,None,35.8,None,None,218,None
None,NEWCCA1317,ZBTJ,None,None,None,28800,77760,None,35.8,None,None,904,None
None,NEWCCA1318,None,ZBTJ,None,None,32397,53400,None,35.8,None,None,610,None
None,NEWCCA1669,ZBTJ,None,None,None,63120,84320,None,35.8,None,None,215,None
None,NEWCCA1670,None,ZBTJ,None,None,57532,85680,None,35.8,None,None,887R,None
None,NEWOKA2843,ZBTJ,None,None,None,38760,63172,None,35.8,None,None,876,None
None,NEWOKA2844,None,ZBTJ,None,None,25793,65640,None,35.8,None,None,418R,None
None,NEWOKA2735,ZBTJ,None,None,None,76260,76728,None,35.8,None,None,410,None
None,NEWCJX8961,None,ZBTJ,None,None,32521,34320,None,35.8,None,None,887,None
None,NEWCJX8881,ZBTJ,None,None,None,39900,43338,None,35.8,None,None,203,None
None,NEWCJX8882,None,ZBTJ,None,None,34202,82500,None,35.8,None,None,216,None
None,NEWCUA2217,ZBTJ,None,None,None,24900,67882,None,35.8,None,None,416,None
None,NEWCXA8331,ZBTJ,None,None,None,34260,42975,None,35.8,None,None,502,None
None,NEWCXA8332,None,ZBTJ,None,None,2959,73080,None,35.8,None,None,213,None
None,NEWCXA8125,None,ZBTJ,None,None,39384,41220,None,35.8,None,None,215,None
None,NEWCXA8303,ZBTJ,None,None,None,45480,91471,None,35.8,None,None,910,None
None,NEWCXA8143,ZBTJ,None,None,None,24660,64988,None,35.8,None,None,874,None
None,NEWCXA8144,None,ZBTJ,None,None,54761,71280,None,35.8,None,None,201,None
None,NEWOKA2736,None,ZBTJ,None,None,25917,31920,None,35.8,None,None,892,None
None,NEWOKA2939,ZBTJ,None,None,None,40920,69955,None,35.8,None,None,222,None
None,NEWAMU238,None,ZBTJ,None,None,5420,39660,None,34.1,None,None,229,None
None,NEWAMU237,ZBTJ,None,None,None,47220,79200,None,34.1,None,None,889,None
None,NEWFZA6601,None,ZBTJ,None,None,15384,41340,None,35.8,None,None,896,None
None,NEWFZA6602,ZBTJ,None,None,None,45720,55770,None,35.8,None,None,213,None
None,NEWFZA6556,None,ZBTJ,None,None,29752,74100,None,35.8,None,None,211,None
None,NEWFZA6556,ZBTJ,None,None,None,78720,90158,None,35.8,None,None,227,None
None,NEWCSH9147,None,ZBTJ,None,None,4335,36420,None,35.9,None,None,601,None
None,NEWCSH9148,ZBTJ,None,None,None,43380,92949,None,35.9,None,None,210,None
